0|1|VFG001247(gb|NP_249785)	0	no rank	unclassified
0|1|VFG001248(gb|NP_249788)	22	species	Pseudomonas aeruginosa
0|1|VFG001253(gb|NP_249794)	22	species	Pseudomonas aeruginosa
0|1|VFG001258(gb|NP_250136)	22	species	Pseudomonas aeruginosa
0|1|VFG000461(gb|NP_460111)	18	species	Salmonella enterica
0|1|VFG000462(gb|NP_460110)	18	species	Salmonella enterica
0|1|VFG000464(gb|NP_461011)	17	genus	Salmonella
0|1|VFG000465(gb|NP_460064)	17	genus	Salmonella
0|1|VFG000467(gb|NP_460811)	18	species	Salmonella enterica
0|0|tr|B4U577|B4U577_STREM	222	species	Streptococcus equi
0|0|tr|B4U3N0|B4U3N0_STREM	222	species	Streptococcus equi
0|0|tr|B4U369|B4U369_STREM	222	species	Streptococcus equi
0|0|tr|A0A0B6D2K6|A0A0B6D2K6_FRATU	142	species	Francisella tularensis
0|0|tr|A0A0B6CST8|A0A0B6CST8_FRATU	22766	species	Francisella hispaniensis
0|0|tr|E0EM89|E0EM89_ACTPL	129611	species	Neisseria sp030527965
0|0|tr|E0EIY0|E0EIY0_ACTPL	1129	species	Actinobacillus lignieresii
0|0|tr|A0A0H3J2E9|A0A0H3J2E9_LISMN	55	genus	Listeria
0|0|sp|Q6G2J9|MNMA_BARHE	1736	species	Bartonella henselae
0|0|tr|A0A0H3C4D6|A0A0H3C4D6_BORBZ	514	genus	Borreliella
0|0|tr|Q63X28|Q63X28_BURPS	69	genus	Burkholderia
0|0|tr|Q63WS4|Q63WS4_BURPS	69	genus	Burkholderia
0|0|tr|Q63VA3|Q63VA3_BURPS	7485	species	Burkholderia humptydooensis
0|0|tr|Q63TU8|Q63TU8_BURPS	70	species	Burkholderia mallei
0|0|tr|Q63TK5|Q63TK5_BURPS	4	class	Gammaproteobacteria
0|0|tr|A0A0H3BY21|A0A0H3BY21_STRPZ	60	species	Streptococcus pyogenes
0|0|tr|A0A0H3BZK3|A0A0H3BZK3_STRPZ	60	species	Streptococcus pyogenes
0|0|tr|A0A0H3BYU7|A0A0H3BYU7_STRPZ	27	family	Streptococcaceae
0|0|tr|A0A0H3C0S0|A0A0H3C0S0_STRPZ	60	species	Streptococcus pyogenes
0|0|tr|A0A0H3BZU6|A0A0H3BZU6_STRPZ	222	species	Streptococcus equi
0|1|VFG038881(gb|YP_001140302)	209	genus	Aeromonas
0|1|VFG038882(gb|YP_001140303)	639	species	Aeromonas salmonicida
0|1|VFG038885(gb|YP_001140309)	639	species	Aeromonas salmonicida
0|1|VFG038886(gb|YP_001140310)	639	species	Aeromonas salmonicida
0|1|VFG038887(gb|YP_001140311)	639	species	Aeromonas salmonicida
0|1|VFG002245(gb|YP_034066)	1736	species	Bartonella henselae
0|1|VFG002247(gb|YP_034068)	1736	species	Bartonella henselae
0|1|VFG002249(gb|YP_034251)	1736	species	Bartonella henselae
0|1|VFG002260(gb|YP_034263)	1736	species	Bartonella henselae
0|1|VFG002261(gb|YP_034264)	1736	species	Bartonella henselae
0|0|tr|S4HY48|S4HY48_SALEN	72276	species	Entomohabitans teleogrylli
0|0|tr|S4HWU7|S4HWU7_SALEN	50654	species	Pseudocitrobacter vendiensis
0|0|tr|S4IEC3|S4IEC3_SALEN	6	family	Enterobacteriaceae
0|0|tr|S4I3X7|S4I3X7_SALEN	18	species	Salmonella enterica
0|0|tr|S4I065|S4I065_SALEN	17	genus	Salmonella
0|0|tr|A0A0H2ZD79|A0A0H2ZD79_PSEAB	20	family	Pseudomonadaceae
0|0|tr|A0A0H2ZB74|A0A0H2ZB74_PSEAB	3	phylum	Pseudomonadota
0|0|tr|A0A0H2ZJS4|A0A0H2ZJS4_PSEAB	27088	species	Pseudomonas nitroreducens B
0|0|tr|A0A0H2ZHA8|A0A0H2ZHA8_PSEAB	41839	species	Stutzerimonas stutzeri S
0|0|tr|A0A0H2ZCY6|A0A0H2ZCY6_PSEAB	22	species	Pseudomonas aeruginosa
0|0|tr|A0A0H2ZPT9|A0A0H2ZPT9_STRP2	29	species	Streptococcus pneumoniae
0|0|tr|A0A0E1M3B9|A0A0E1M3B9_ECOLX	6	family	Enterobacteriaceae
0|0|tr|A0A0E1M092|A0A0E1M092_ECOLX	6	family	Enterobacteriaceae
0|0|tr|A0A0E1LVN1|A0A0E1LVN1_ECOLX	61325	species	Enterobacter sp003057745
0|0|tr|A0A0E1LXN5|A0A0E1LXN5_ECOLX	6	family	Enterobacteriaceae
0|0|tr|B2HDD0|B2HDD0_MYCMM	941	species	Mycobacterium marinum
0|0|tr|B2HKH7|B2HKH7_MYCMM	34	genus	Mycobacterium
0|0|tr|B2HNF1|B2HNF1_MYCMM	439	genus	Streptomyces
0|0|tr|B2HID6|B2HID6_MYCMM	941	species	Mycobacterium marinum
0|0|tr|B2HIA3|B2HIA3_MYCMM	941	species	Mycobacterium marinum
0|0|tr|C3LWX1|C3LWX1_VIBCM	58	genus	Vibrio
0|0|tr|C3LMG4|C3LMG4_VIBCM	66	species	Vibrio cholerae
0|0|tr|C3LNS9|C3LNS9_VIBCM	66	species	Vibrio cholerae
0|0|sp|C3LS21|SURE_VIBCM	58	genus	Vibrio
0|0|tr|C3LUF7|C3LUF7_VIBCM	58	genus	Vibrio
0|0|tr|A0A0E2ZIG2|A0A0E2ZIG2_FRATU	141	genus	Francisella
0|0|tr|A0A0E2ZHH5|A0A0E2ZHH5_FRATU	142	species	Francisella tularensis
0|0|tr|A0A0E2ZN97|A0A0E2ZN97_FRATU	142	species	Francisella tularensis
0|0|tr|A0A0E3A512|A0A0E3A512_FRATU	142	species	Francisella tularensis
0|0|tr|A0A0E2ZHA2|A0A0E2ZHA2_FRATU	22766	species	Francisella hispaniensis
0|0|tr|Q3JXH0|Q3JXH0_BURP1	69	genus	Burkholderia
0|0|tr|Q3JWV7|Q3JWV7_BURP1	70	species	Burkholderia mallei
0|0|tr|Q3JF87|Q3JF87_BURP1	70	species	Burkholderia mallei
0|0|tr|Q3JVV5|Q3JVV5_BURP1	69	genus	Burkholderia
0|0|tr|Q3JGA3|Q3JGA3_BURP1	2	superkingdom	Bacteria
0|0|tr|Q899A0|Q899A0_CLOTE	1679	species	Clostridium G tetani
0|0|tr|Q894Z6|Q894Z6_CLOTE	1679	species	Clostridium G tetani
0|0|tr|Q893N8|Q893N8_CLOTE	1679	species	Clostridium G tetani
0|0|tr|Q892E1|Q892E1_CLOTE	1679	species	Clostridium G tetani
0|0|tr|Q890V8|Q890V8_CLOTE	1679	species	Clostridium G tetani
0|0|tr|A0R463|A0R463_MYCS2	11104	species	Mycobacterium goodii
0|0|tr|A0QRQ0|A0QRQ0_MYCS2	34	genus	Mycobacterium
0|0|tr|A0R0C5|A0R0C5_MYCS2	1462	species	Mycobacterium smegmatis
0|0|tr|A0QTD9|A0QTD9_MYCS2	1462	species	Mycobacterium smegmatis
0|0|tr|A0QZZ3|A0QZZ3_MYCS2	1462	species	Mycobacterium smegmatis
0|0|tr|A0A0H3N4M4|A0A0H3N4M4_PEPDC	45	species	Clostridioides difficile
0|0|tr|A0A0H3N4H0|A0A0H3N4H0_PEPDC	11	phylum	Bacillota
0|0|tr|A0A0H3N2P8|A0A0H3N2P8_PEPDC	45	species	Clostridioides difficile
0|0|tr|A0A0H3N259|A0A0H3N259_PEPDC	33959	species	Veillonella sp900766125
0|0|tr|A0A0H3MZV2|A0A0H3MZV2_PEPDC	45	species	Clostridioides difficile
0|0|sp|P75360|Y427_MYCPN	363	species	Mycoplasmoides pneumoniae
0|0|sp|P75220|RSMG_MYCPN	363	species	Mycoplasmoides pneumoniae
0|0|sp|P75128|Y663_MYCPN	363	species	Mycoplasmoides pneumoniae
0|0|sp|P75369|P69_MYCPN	363	species	Mycoplasmoides pneumoniae
0|0|sp|P75466|RSMH_MYCPN	363	species	Mycoplasmoides pneumoniae
0|1|gi|121613507|ref|YP_001000825.1|	51	species	Campylobacter D jejuni
0|1|gi|121612147|ref|YP_001001127.1|	51	species	Campylobacter D jejuni
0|1|gi|86559647|ref|YP_473467.1|	146	species	Sarcina perfringens
0|1|gi|110801889|ref|YP_697710.1|	153164	species	Clostridium AI sp934438135
0|1|gi|126445249|ref|YP_001063147.1|	70	species	Burkholderia mallei
0|1|VFG046177(gb|NP_820262.2)	0	no rank	unclassified
0|1|VFG046182(gb|NP_820338.2)	699	species	Coxiella burnetii
0|1|VFG046187(gb|NP_820476.2)	699	species	Coxiella burnetii
0|1|VFG046189(gb|YP_001423905.2)	699	species	Coxiella burnetii
0|1|VFG046194(gb|NP_820513.1)	699	species	Coxiella burnetii
0|1|VFG000918(gb|NP_756175)	8	species	Escherichia coli
0|1|VFG000919(gb|NP_756176)	8	species	Escherichia coli
0|1|VFG000920(gb|NP_756177)	8	species	Escherichia coli
0|1|VFG000921(gb|NP_756178)	8	species	Escherichia coli
0|1|VFG000925(gb|NP_752606)	8	species	Escherichia coli
0|0|tr|Q8XMH0|Q8XMH0_CLOPE	146	species	Sarcina perfringens
0|0|tr|Q8XLS1|Q8XLS1_CLOPE	146	species	Sarcina perfringens
0|0|tr|Q8XN34|Q8XN34_CLOPE	0	no rank	unclassified
0|0|tr|Q8XKH5|Q8XKH5_CLOPE	146	species	Sarcina perfringens
0|0|tr|Q8XLH9|Q8XLH9_CLOPE	146	species	Sarcina perfringens
0|0|tr|A5I7M9|A5I7M9_CLOBH	0	no rank	unclassified
0|0|tr|A5I4P2|A5I4P2_CLOBH	323	genus	Clostridium F
0|0|tr|A5I2N1|A5I2N1_CLOBH	324	species	Clostridium F botulinum
0|0|tr|A0A0U0K8V5|A0A0U0K8V5_STREE	28	genus	Streptococcus
0|0|tr|Q4JZC9|Q4JZC9_STREE	4010	genus	Gemella
0|1|PATRIC_VF|SL1344_1478	18	species	Salmonella enterica
0|1|PATRIC_VF|lmo0758	56	species	Listeria monocytogenes
0|1|PATRIC_VF|SL1344_0511	18	species	Salmonella enterica
0|1|PATRIC_VF|c4606	7	genus	Escherichia
0|1|PATRIC_VF|STM474_2606	6	family	Enterobacteriaceae
0|1|PATRIC_VF|Rv2227	35	species	Mycobacterium tuberculosis
0|1|PATRIC_VF|lmo1085	55	genus	Listeria
0|1|PATRIC_VF|Rv1371	35	species	Mycobacterium tuberculosis
0|1|PATRIC_VF|Rv3229c	35	species	Mycobacterium tuberculosis
0|1|PATRIC_VF|ECP_4055	8	species	Escherichia coli
0|0|tr|F4VML0|F4VML0_ECOLX	47163	species	Escherichia sp004211955
0|0|tr|F4VIN8|F4VIN8_ECOLX	166552	species	JAEWCC01 sp023459495
0|0|tr|F4VH49|F4VH49_ECOLX	7	genus	Escherichia
0|0|tr|F4VFR3|F4VFR3_ECOLX	3	phylum	Pseudomonadota
0|0|tr|F4VES5|F4VES5_ECOLX	804	species	Escherichia coli F
0|0|tr|Q5NE71|Q5NE71_FRATT	142	species	Francisella tularensis
0|0|tr|Q5NFI1|Q5NFI1_FRATT	142	species	Francisella tularensis
0|0|tr|Q5NGK8|Q5NGK8_FRATT	142	species	Francisella tularensis
0|0|tr|Q5NE73|Q5NE73_FRATT	142	species	Francisella tularensis
0|0|tr|Q5NHH5|Q5NHH5_FRATT	142	species	Francisella tularensis
0|1|VFG001372(gb|NP_344886)	79846	species	Streptococcus sp023115445
0|1|VFG001375(gb|NP_344892)	28	genus	Streptococcus
0|1|VFG001376(gb|NP_344893)	28	genus	Streptococcus
0|1|VFG001377(gb|NP_359024)	28	genus	Streptococcus
0|1|VFG001378(gb|NP_359129)	12	class	Bacilli
0|1|PATRIC_VF|Rv1211	34	genus	Mycobacterium
0|1|PATRIC_VF|Rv2336	35	species	Mycobacterium tuberculosis
0|1|PATRIC_VF|Rv0022c	35	species	Mycobacterium tuberculosis
0|1|PATRIC_VF|Rv3343c	2	superkingdom	Bacteria
0|1|PATRIC_VF|SL1344_3655	18	species	Salmonella enterica
0|1|gi|70995289|ref|XP_752404.1|	2	superkingdom	Bacteria
0|1|gi|71000978|ref|XP_755170.1|	1	no rank	root
0|1|gi|71000862|ref|XP_755112.1|	116409	species	CANHBY01 sp031374415
0|1|gi|71000844|ref|XP_755103.1|	3	phylum	Pseudomonadota
0|1|gi|70986336|ref|XP_748662.1|	2	superkingdom	Bacteria
0|1|VFG037599(gb|YP_001847075)	25	species	Acinetobacter baumannii
0|1|VFG037612(gb|YP_001847074)	24	genus	Acinetobacter
0|1|VFG037664(gb|YP_001847022)	24	genus	Acinetobacter
0|1|VFG037678(gb|YP_001847021)	25	species	Acinetobacter baumannii
0|1|VFG037705(gb|YP_001847163)	25	species	Acinetobacter baumannii
0|1|VFG039009(gb|YP_505678)	3214	species	Anaplasma phagocytophilum
0|1|VFG039018(gb|YP_505687)	3214	species	Anaplasma phagocytophilum
0|1|VFG039025(gb|YP_505894)	111	family	Anaplasmataceae
0|1|VFG039039(gb|YP_505896)	3214	species	Anaplasma phagocytophilum
0|1|VFG039046(gb|YP_505897)	3214	species	Anaplasma phagocytophilum
0|1|VFG042070(gb|NP_880877)	94	species	Bordetella pertussis
0|1|VFG042075(gb|NP_879351)	94	species	Bordetella pertussis
0|1|VFG046121(gb|NP_881344.1)	94	species	Bordetella pertussis
0|1|VFG002209(gb|NP_541003)	99	species	Brucella melitensis
0|1|VFG002211(gb|NP_541005)	3	phylum	Pseudomonadota
0|0|tr|A0A0E0USM3|A0A0E0USM3_LISMM	477	species	Listeria monocytogenes D
0|0|tr|A0A0E0UXV7|A0A0E0UXV7_LISMM	477	species	Listeria monocytogenes D
0|0|tr|A0A0E0UXG4|A0A0E0UXG4_LISMM	477	species	Listeria monocytogenes D
0|0|tr|A0A0E0UVB0|A0A0E0UVB0_LISMM	477	species	Listeria monocytogenes D
0|0|tr|A0A0E0UZK4|A0A0E0UZK4_LISMM	26	order	Lactobacillales
0|0|tr|A0A0T9WBF1|A0A0T9WBF1_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|A0A0T9WAM4|A0A0T9WAM4_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|A0A0T9WC70|A0A0T9WC70_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|A0A0T9WBU1|A0A0T9WBU1_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|A0A0T9WB08|A0A0T9WB08_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|D8A8D3|D8A8D3_ECOMS	804	species	Escherichia coli F
0|0|tr|A0A0T9W3D5|A0A0T9W3D5_SALTM	18	species	Salmonella enterica
0|0|tr|A0A0T9WBT6|A0A0T9WBT6_SALTM	3256	species	Mesomycoplasma hyopneumoniae
0|0|tr|A0A0H3LVF5|A0A0H3LVF5_BARQU	3638	species	Bartonella quintana
0|0|tr|A0KHM5|A0KHM5_AERHH	366	species	Aeromonas hydrophila
0|0|tr|A0A0T9SN13|A0A0T9SN13_YEREN	298	species	Yersinia enterocolitica
0|0|tr|A0A0H3GF36|A0A0H3GF36_LISM4	56	species	Listeria monocytogenes
0|0|tr|A0A0H3LCQ5|A0A0H3LCQ5_MYCTE	35	species	Mycobacterium tuberculosis
0|0|tr|A0A0H3LKP4|A0A0H3LKP4_MYCTE	35	species	Mycobacterium tuberculosis
0|0|tr|G2Z9Z4|G2Z9Z4_LISIP	2578	species	Listeria ivanovii
0|0|tr|A0A072YQL3|A0A072YQL3_9CLOT	3855	species	Clostridium H haemolyticum
0|0|tr|A0A072YGV7|A0A072YGV7_9CLOT	3855	species	Clostridium H haemolyticum
0|0|tr|A0A072Y3H2|A0A072Y3H2_9CLOT	3855	species	Clostridium H haemolyticum
0|0|tr|A0A0E1EZ96|A0A0E1EZ96_CAMJU	2038	species	Campylobacter D hepaticus
0|0|tr|A4SIA1|A4SIA1_AERS4	639	species	Aeromonas salmonicida
0|1|gi|38232848|ref|NP_938615.1|	6074	species	Corynebacterium silvaticum
0|1|gi|33594402|ref|NP_882046.1|	94	species	Bordetella pertussis
0|1|gi|33594321|ref|NP_881965.1|	94	species	Bordetella pertussis
0|1|gi|33592931|ref|NP_880575.1|	93	genus	Bordetella
0|1|gi|51593936|ref|YP_068503.1|	153	species	Yersinia pestis
0|0|tr|C0G7D7|C0G7D7_9RHIZ	99	species	Brucella melitensis
0|0|tr|C0G4N0|C0G4N0_9RHIZ	99	species	Brucella melitensis
0|0|tr|C0G8L9|C0G8L9_9RHIZ	99	species	Brucella melitensis
0|0|tr|C0GAZ6|C0GAZ6_9RHIZ	99	species	Brucella melitensis
0|0|tr|C0GA02|C0GA02_9RHIZ	99	species	Brucella melitensis
0|0|tr|A0A0H2ZVG8|A0A0H2ZVG8_MYCA1	34	genus	Mycobacterium
0|0|tr|A0A0H2ZXE0|A0A0H2ZXE0_MYCA1	169636	species	Mycobacterium hubeiense
0|0|tr|A0A0H2ZYB0|A0A0H2ZYB0_MYCA1	0	no rank	unclassified
0|0|tr|A0A0H2ZTP3|A0A0H2ZTP3_MYCA1	34	genus	Mycobacterium
0|0|tr|A0A0H2ZXP0|A0A0H2ZXP0_MYCA1	340	species	Mycobacterium avium
0|1|gi|115534244|ref|YP_783826.1|	41050	species	Campylobacter D jejuni D
0|1|gi|29376132|ref|NP_815286.1|	38	species	Enterococcus faecalis
0|1|gi|29376164|ref|NP_815318.1|	38	species	Enterococcus faecalis
0|1|gi|29374885|ref|NP_814038.1|	38	species	Enterococcus faecalis
0|1|gi|29376080|ref|NP_815234.1|	38	species	Enterococcus faecalis
0|1|gi|29377084|ref|NP_816238.1|	38	species	Enterococcus faecalis
0|1|gi|16128027|ref|NP_414574.1|	4	class	Gammaproteobacteria
0|1|gi|156502002|ref|YP_001428067.1|	142	species	Francisella tularensis
0|1|gi|15608433|ref|NP_215809.1|	2	superkingdom	Bacteria
0|1|gi|15841441|ref|NP_336478.1|	35	species	Mycobacterium tuberculosis
0|1|VFG039430(gb|NP_820078)	699	species	Coxiella burnetii
0|1|VFG039700(gb|NP_819024)	699	species	Coxiella burnetii
0|1|VFG041428(gb|YP_001425341.2)	699	species	Coxiella burnetii
0|1|VFG046167(gb|YP_002305089.1)	699	species	Coxiella burnetii
0|1|VFG046206(gb|NP_820798.1)	699	species	Coxiella burnetii
0|1|VFG002176(gb|AAM75252)	35720	species	Finegoldia sp900766215
0|1|VFG010759(gb|YP_096418)	127	genus	Legionella
0|1|VFG010874(gb|YP_094894)	127	genus	Legionella
0|1|VFG041230(gb|YP_094067)	127	genus	Legionella
0|1|VFG041237(gb|YP_094180)	127	genus	Legionella
0|0|tr|A0A083W3S9|A0A083W3S9_MYCBI	35	species	Mycobacterium tuberculosis
0|0|tr|Q8F8L8|Q8F8L8_LEPIN	281	species	Leptospira interrogans
0|0|tr|Q8EY33|Q8EY33_LEPIN	281	species	Leptospira interrogans
0|0|tr|Q8F7Y4|Q8F7Y4_LEPIN	281	species	Leptospira interrogans
0|0|sp|Q8EY69|RSMG_LEPIN	281	species	Leptospira interrogans
0|0|tr|Q8EY29|Q8EY29_LEPIN	281	species	Leptospira interrogans
0|0|tr|Q9HTV4|Q9HTV4_PSEAE	22	species	Pseudomonas aeruginosa
0|0|sp|Q9HYB8|ETCC_PSEAE	21	genus	Pseudomonas
0|0|tr|Q9I2G3|Q9I2G3_PSEAE	21	genus	Pseudomonas
0|0|tr|Q9I590|Q9I590_PSEAE	22	species	Pseudomonas aeruginosa
0|1|PATRIC_VF|Sd1012_3335	804	species	Escherichia coli F
0|1|PATRIC_VF|SL1344_3217	18	species	Salmonella enterica
0|1|PATRIC_VF|STM474_2178	18	species	Salmonella enterica
0|1|PATRIC_VF|lmo1831	56	species	Listeria monocytogenes
0|1|PATRIC_VF|SL1344_3673	18	species	Salmonella enterica
0|1|PATRIC_VF|Rv1696	35	species	Mycobacterium tuberculosis
0|0|tr|A0A0E8THS6|A0A0E8THS6_STREE	89	genus	Bacillus A
0|0|tr|A0A0E8TFZ7|A0A0E8TFZ7_STREE	89	genus	Bacillus A
0|0|tr|A0A0E8TBC7|A0A0E8TBC7_STREE	89	genus	Bacillus A
0|0|tr|A0A0E8T5B9|A0A0E8T5B9_STREE	89	genus	Bacillus A
0|1|VFG000111(gb|NP_253215)	20	family	Pseudomonadaceae
0|1|VFG014642(gb|NP_252040)	22	species	Pseudomonas aeruginosa
0|1|VFG014655(gb|NP_252041)	22	species	Pseudomonas aeruginosa
0|1|VFG014668(gb|NP_252042)	22	species	Pseudomonas aeruginosa
0|1|VFG014720(gb|NP_250152)	22	species	Pseudomonas aeruginosa
0|1|VFG014733(gb|NP_252216)	22	species	Pseudomonas aeruginosa
0|1|VFG000558(gb|NP_461818)	18	species	Salmonella enterica
0|1|VFG000560(gb|NP_461820)	18	species	Salmonella enterica
0|1|VFG000574(gb|NP_462662)	2	superkingdom	Bacteria
0|1|VFG002302(gb|NP_461708)	18	species	Salmonella enterica
0|0|tr|Q9Z9C1|Q9Z9C1_CHLPN	6443	species	Chlamydophila pneumoniae
0|0|tr|Q2KWA6|Q2KWA6_BORA1	68	family	Burkholderiaceae
0|0|tr|Q2KV92|Q2KV92_BORA1	2997	species	Bordetella avium
0|0|tr|Q2KV14|Q2KV14_BORA1	2997	species	Bordetella avium
0|0|tr|Q2KY21|Q2KY21_BORA1	2997	species	Bordetella avium
0|0|tr|Q2KY71|Q2KY71_BORA1	68	family	Burkholderiaceae
0|0|tr|B1BYE4|B1BYE4_CLOPF	146	species	Sarcina perfringens
0|0|tr|B1BXW7|B1BXW7_CLOPF	145	genus	Sarcina
0|0|tr|B1BUA4|B1BUA4_CLOPF	43	family	Peptostreptococcaceae
0|0|tr|B1BU43|B1BU43_CLOPF	144	family	Clostridiaceae
0|0|tr|A0A0E1XBX7|A0A0E1XBX7_STAAU	16	species	Staphylococcus aureus
0|0|tr|B1L0P0|B1L0P0_CLOBM	7854	species	Clostridium F sp001276215
0|0|tr|B1KUP7|B1KUP7_CLOBM	138546	species	Clostridium AW sp963515715
0|0|tr|B1KW64|B1KW64_CLOBM	7854	species	Clostridium F sp001276215
0|0|tr|B1KXS4|B1KXS4_CLOBM	323	genus	Clostridium F
0|0|tr|B1KVA9|B1KVA9_CLOBM	1544	species	Clostridium F botulinum A
0|0|tr|D5AXU3|D5AXU3_RICPP	7371	species	Rickettsia prowazekii
0|0|tr|D5AWY3|D5AWY3_RICPP	7371	species	Rickettsia prowazekii
0|0|tr|D5AW28|D5AW28_RICPP	7371	species	Rickettsia prowazekii
0|0|tr|D5AVT4|D5AVT4_RICPP	7371	species	Rickettsia prowazekii
0|0|tr|A0A0E8KH88|A0A0E8KH88_STREE	28	genus	Streptococcus
0|0|sp|O51253|LNT_BORBU	514	genus	Borreliella
