,id,label
51,0|0|tr|A0A0E8TAV6|A0A0E8TAV6_STREE,0
52,0|0|tr|A0A0E8TAA3|A0A0E8TAA3_STREE,0
53,0|0|tr|A0A0E8T4E6|A0A0E8T4E6_STREE,0
54,0|0|tr|A0A0E8THX9|A0A0E8THX9_STREE,0
55,0|0|tr|A0A0E8T9G7|A0A0E8T9G7_STREE,0
56,0|0|tr|A0A0E8TTK8|A0A0E8TTK8_STREE,0
57,0|0|tr|A0A0E8TSW9|A0A0E8TSW9_STREE,0
58,0|0|tr|A0A0E8TRI7|A0A0E8TRI7_STREE,0
59,0|0|tr|A0A0E8TRE4|A0A0E8TRE4_STREE,0
60,0|0|tr|A0A0E8TR46|A0A0E8TR46_STREE,0
61,0|0|tr|A0A0E8TQ57|A0A0E8TQ57_STREE,0
62,0|0|tr|A0A0E8TN63|A0A0E8TN63_STREE,0
63,0|0|tr|A0A0E8TMD8|A0A0E8TMD8_STREE,0
64,0|0|tr|A0A0E8TLJ8|A0A0E8TLJ8_STREE,0
65,0|0|tr|A0A0E8TKM2|A0A0E8TKM2_STREE,0
66,0|0|tr|A0A0E8TI90|A0A0E8TI90_STREE,0
67,0|0|tr|A0A0E8TI32|A0A0E8TI32_STREE,0
68,0|0|tr|A0A0E8TI12|A0A0E8TI12_STREE,0
69,0|0|tr|A0A0E8THN3|A0A0E8THN3_STREE,0
70,0|0|tr|A0A0E8TFC9|A0A0E8TFC9_STREE,0
71,0|0|tr|A0A0E8TEL8|A0A0E8TEL8_STREE,0
72,0|0|tr|A0A0E8TE72|A0A0E8TE72_STREE,0
73,0|0|tr|A0A0E8TE66|A0A0E8TE66_STREE,0
74,0|0|tr|A0A0E8TE50|A0A0E8TE50_STREE,0
75,0|0|tr|A0A0E8TDC7|A0A0E8TDC7_STREE,0
76,0|0|tr|A0A0E8TD34|A0A0E8TD34_STREE,0
77,0|0|tr|A0A0E8TCH6|A0A0E8TCH6_STREE,0
78,0|0|tr|A0A0E8T9G6|A0A0E8T9G6_STREE,0
79,0|0|tr|A0A0E8T447|A0A0E8T447_STREE,0
80,0|0|tr|A0A0B7KRL3|A0A0B7KRL3_STREE,0
81,0|0|tr|A0A098Z966|A0A098Z966_STREE,0
82,0|0|tr|A0A0E8TGP9|A0A0E8TGP9_STREE,0
83,0|0|tr|A0A0E8TED6|A0A0E8TED6_STREE,0
84,0|0|tr|A0A0E8T4W0|A0A0E8T4W0_STREE,0
85,0|0|tr|A0A0E8TQ88|A0A0E8TQ88_STREE,0
86,0|0|tr|A0A0E8TM15|A0A0E8TM15_STREE,0
87,0|0|tr|A0A0E8TKP2|A0A0E8TKP2_STREE,0
88,0|0|tr|A0A0E8TKB3|A0A0E8TKB3_STREE,0
89,0|0|tr|A0A0E8TIR5|A0A0E8TIR5_STREE,0
90,0|0|tr|A0A0E8TI43|A0A0E8TI43_STREE,0
91,0|0|tr|A0A0E8THV6|A0A0E8THV6_STREE,0
92,0|0|tr|A0A0E8THQ7|A0A0E8THQ7_STREE,0
93,0|0|tr|A0A0E8TG63|A0A0E8TG63_STREE,0
94,0|0|tr|A0A0E8TCA9|A0A0E8TCA9_STREE,0
95,0|0|tr|A0A0E8T7P0|A0A0E8T7P0_STREE,0
96,0|0|tr|A0A0E8T7G3|A0A0E8T7G3_STREE,0
97,0|0|tr|A0A0E8T7C9|A0A0E8T7C9_STREE,0
98,0|0|tr|A0A0E8TT90|A0A0E8TT90_STREE,0
99,0|0|tr|A0A0E8T3L5|A0A0E8T3L5_STREE,0
100,0|0|tr|A0A0E8T370|A0A0E8T370_STREE,0
101,0|0|tr|A0A0E8TM19|A0A0E8TM19_STREE,0
102,0|0|tr|A0A0E8TFE2|A0A0E8TFE2_STREE,0
103,0|0|tr|A0A0E8TAH4|A0A0E8TAH4_STREE,0
104,0|0|tr|A0A0E8TR50|A0A0E8TR50_STREE,0
105,0|0|tr|A0A0E8TM90|A0A0E8TM90_STREE,0
106,0|0|tr|A0A0E8TJL9|A0A0E8TJL9_STREE,0
107,0|0|tr|A0A0E8TH70|A0A0E8TH70_STREE,0
108,0|0|tr|A0A0E8TEQ3|A0A0E8TEQ3_STREE,0
109,0|0|tr|A0A0E8TB25|A0A0E8TB25_STREE,0
110,0|0|tr|A0A0E8T5L4|A0A0E8T5L4_STREE,0
111,0|0|tr|A0A0E8T510|A0A0E8T510_STREE,0
112,0|0|tr|A0A0E8TPV9|A0A0E8TPV9_STREE,0
113,0|0|tr|A0A0E8TMN6|A0A0E8TMN6_STREE,0
114,0|0|tr|A0A0E8TKJ4|A0A0E8TKJ4_STREE,0
115,0|0|tr|A0A0E8TKF3|A0A0E8TKF3_STREE,0
116,0|0|tr|A0A0E8TK84|A0A0E8TK84_STREE,0
117,0|0|tr|A0A0E8TI85|A0A0E8TI85_STREE,0
118,0|0|tr|A0A0E8TFQ7|A0A0E8TFQ7_STREE,0
119,0|0|tr|A0A0E8T8X8|A0A0E8T8X8_STREE,0
120,0|0|tr|A0A0E8TBS6|A0A0E8TBS6_STREE,0
121,0|0|tr|A0A0E8T998|A0A0E8T998_STREE,0
122,0|0|tr|A0A0E8T911|A0A0E8T911_STREE,0
123,0|0|tr|A0A0E8THN5|A0A0E8THN5_STREE,0
124,0|0|tr|A0A0E8TLZ6|A0A0E8TLZ6_STREE,0
125,0|0|tr|A0A0E8TDB7|A0A0E8TDB7_STREE,0
126,0|0|tr|A0A0E8TBU6|A0A0E8TBU6_STREE,0
127,0|0|tr|A0A0E8TP97|A0A0E8TP97_STREE,0
128,0|0|tr|A0A0E8THY9|A0A0E8THY9_STREE,0
129,0|0|tr|A0A0E8T8X6|A0A0E8T8X6_STREE,0
130,0|0|tr|A0A0E8T644|A0A0E8T644_STREE,0
131,0|0|tr|A0A0E8T588|A0A0E8T588_STREE,0
132,0|0|tr|A0A0E8TQW3|A0A0E8TQW3_STREE,0
133,0|0|tr|A0A0E8TN97|A0A0E8TN97_STREE,0
134,0|0|tr|A0A0E8TD97|A0A0E8TD97_STREE,0
135,0|0|tr|A0A0E8TAG0|A0A0E8TAG0_STREE,0
136,0|0|tr|A0A0E8TDR7|A0A0E8TDR7_STREE,0
137,0|0|tr|A0A0E8TB03|A0A0E8TB03_STREE,0
138,0|0|tr|A0A0E8TAX6|A0A0E8TAX6_STREE,0
139,0|0|tr|A0A0E8T9X8|A0A0E8T9X8_STREE,0
140,0|0|tr|A0A0E8T7V4|A0A0E8T7V4_STREE,0
141,0|0|tr|A0A0E8T3F3|A0A0E8T3F3_STREE,0
142,0|0|tr|A0A0E8TJF0|A0A0E8TJF0_STREE,0
143,0|0|tr|A0A0E8TIJ6|A0A0E8TIJ6_STREE,0
144,0|0|tr|A0A0E8TSL6|A0A0E8TSL6_STREE,0
145,0|0|tr|A0A0E8T6S4|A0A0E8T6S4_STREE,0
146,0|0|tr|A0A0E8T9D0|A0A0E8T9D0_STREE,0
147,0|0|tr|A0A0E8TLZ1|A0A0E8TLZ1_STREE,0
148,0|0|tr|A0A0E8TN78|A0A0E8TN78_STREE,0
149,0|0|tr|A0A0E8TEG8|A0A0E8TEG8_STREE,0
150,0|0|tr|A0A0E8TKM7|A0A0E8TKM7_STREE,0
151,0|0|tr|A0A0E8TLE7|A0A0E8TLE7_STREE,0
152,0|0|tr|A0A0E8TC17|A0A0E8TC17_STREE,0
153,0|0|tr|A0A0E8TF05|A0A0E8TF05_STREE,0
154,0|0|tr|A0A0E8TK63|A0A0E8TK63_STREE,0
155,0|0|tr|A0A0E8TCD0|A0A0E8TCD0_STREE,0
156,0|0|tr|A0A0E8T980|A0A0E8T980_STREE,0
157,0|0|tr|I6BDG1|I6BDG1_SHIFL,0
158,0|0|tr|I6BK32|I6BK32_SHIFL,0
159,0|0|tr|I6BTJ7|I6BTJ7_SHIFL,0
160,0|0|tr|I6BJT8|I6BJT8_SHIFL,0
161,0|0|tr|I6BZH1|I6BZH1_SHIFL,0
162,0|0|tr|I6B8P7|I6B8P7_SHIFL,0
163,0|0|tr|I6BT89|I6BT89_SHIFL,0
164,0|0|tr|I6BT04|I6BT04_SHIFL,0
165,0|0|tr|I6BAC9|I6BAC9_SHIFL,0
166,0|0|tr|I6BTB6|I6BTB6_SHIFL,0
167,0|0|tr|I6BR09|I6BR09_SHIFL,0
168,0|0|tr|I6C1I0|I6C1I0_SHIFL,0
169,0|0|tr|I6C3H0|I6C3H0_SHIFL,0
170,0|0|tr|I6BV96|I6BV96_SHIFL,0
171,0|0|tr|I6B841|I6B841_SHIFL,0
172,0|0|tr|I6BBF5|I6BBF5_SHIFL,0
173,0|0|tr|I6BP05|I6BP05_SHIFL,0
174,0|0|tr|I6BE00|I6BE00_SHIFL,0
175,0|0|tr|I6B823|I6B823_SHIFL,0
176,0|0|tr|I6BTC0|I6BTC0_SHIFL,0
177,0|0|tr|I6BT59|I6BT59_SHIFL,0
178,0|0|tr|I6BEG1|I6BEG1_SHIFL,0
179,0|0|tr|I6BE54|I6BE54_SHIFL,0
180,0|0|tr|Q8E1T8|Q8E1T8_STRA5,0
181,0|0|tr|Q8DZA3|Q8DZA3_STRA5,0
182,0|0|tr|Q8E206|Q8E206_STRA5,0
183,0|0|tr|Q8DZ70|Q8DZ70_STRA5,0
184,0|0|tr|Q8DWS5|Q8DWS5_STRA5,0
185,0|0|tr|Q8E1Y4|Q8E1Y4_STRA5,0
186,0|0|tr|Q8E182|Q8E182_STRA5,0
187,0|0|tr|Q8E0M5|Q8E0M5_STRA5,0
188,0|0|tr|Q8DXJ7|Q8DXJ7_STRA5,0
189,0|0|tr|Q8E1H9|Q8E1H9_STRA5,0
190,0|0|tr|Q8E0E7|Q8E0E7_STRA5,0
191,0|0|tr|Q8DZC9|Q8DZC9_STRA5,0
192,0|0|tr|Q8DXV3|Q8DXV3_STRA5,0
193,0|0|tr|Q8DYQ2|Q8DYQ2_STRA5,0
194,0|0|tr|Q8E065|Q8E065_STRA5,0
195,0|0|tr|Q8DZZ9|Q8DZZ9_STRA5,0
196,0|0|tr|Q8DY19|Q8DY19_STRA5,0
197,0|0|tr|Q8DYW6|Q8DYW6_STRA5,0
198,0|0|tr|Q8DY62|Q8DY62_STRA5,0
199,0|0|tr|Q8DX00|Q8DX00_STRA5,0
200,0|0|sp|Q8DWQ7|Y2157_STRA5,0
201,0|0|tr|D7H571|D7H571_BRUAO,0
202,0|0|tr|D7H3R7|D7H3R7_BRUAO,0
203,0|0|tr|D7H374|D7H374_BRUAO,0
204,0|0|tr|D7H1P0|D7H1P0_BRUAO,0
205,0|0|tr|D7H203|D7H203_BRUAO,0
206,0|0|tr|D7H1K1|D7H1K1_BRUAO,0
207,0|0|tr|D7H1T7|D7H1T7_BRUAO,0
208,0|0|tr|D7H4F5|D7H4F5_BRUAO,0
209,0|0|tr|D7H270|D7H270_BRUAO,0
210,0|0|tr|D7H5V0|D7H5V0_BRUAO,0
211,0|0|tr|D7H326|D7H326_BRUAO,0
212,0|0|tr|D7H2L0|D7H2L0_BRUAO,0
213,0|0|tr|D7H268|D7H268_BRUAO,0
214,0|0|tr|D7H4K2|D7H4K2_BRUAO,0
215,0|0|tr|D7H6A2|D7H6A2_BRUAO,0
216,0|0|tr|D7H342|D7H342_BRUAO,0
217,0|0|tr|D7H1K6|D7H1K6_BRUAO,0
218,0|0|tr|D7H169|D7H169_BRUAO,0
219,0|0|tr|D7H2Q4|D7H2Q4_BRUAO,0
220,0|0|tr|D7H1T5|D7H1T5_BRUAO,0
221,0|0|tr|D7H501|D7H501_BRUAO,0
222,0|0|tr|D7H165|D7H165_BRUAO,0
223,0|0|tr|D7H5E4|D7H5E4_BRUAO,0
224,0|0|tr|D7H0F2|D7H0F2_BRUAO,0
225,0|0|tr|D7H729|D7H729_BRUAO,0
226,0|0|tr|D7H4F6|D7H4F6_BRUAO,0
227,0|0|tr|D7H2R0|D7H2R0_BRUAO,0
228,0|0|tr|D7H019|D7H019_BRUAO,0
229,0|0|tr|D7GZJ1|D7GZJ1_BRUAO,0
230,0|0|tr|D7GZ75|D7GZ75_BRUAO,0
231,0|0|tr|D7GYS8|D7GYS8_BRUAO,0
232,0|0|tr|D7H2P5|D7H2P5_BRUAO,0
233,0|0|tr|D7H6F5|D7H6F5_BRUAO,0
234,0|0|tr|D7H6E6|D7H6E6_BRUAO,0
235,0|0|tr|D7H608|D7H608_BRUAO,0
236,0|0|tr|D7H4W3|D7H4W3_BRUAO,0
237,0|0|tr|D7H3K3|D7H3K3_BRUAO,0
238,0|0|tr|D7H3J7|D7H3J7_BRUAO,0
239,0|0|tr|D7H2L7|D7H2L7_BRUAO,0
240,0|0|tr|D7H5N5|D7H5N5_BRUAO,0
241,0|0|tr|D7H0C9|D7H0C9_BRUAO,0
242,0|0|tr|D7GZG3|D7GZG3_BRUAO,0
243,0|0|tr|D7H043|D7H043_BRUAO,0
244,0|0|tr|D7GZ60|D7GZ60_BRUAO,0
245,0|0|tr|D7H748|D7H748_BRUAO,0
246,0|0|tr|D7H617|D7H617_BRUAO,0
247,0|0|tr|D7H3U9|D7H3U9_BRUAO,0
248,0|0|tr|D7H3E8|D7H3E8_BRUAO,0
249,0|0|tr|D7H2P2|D7H2P2_BRUAO,0
250,0|0|tr|D7H085|D7H085_BRUAO,0
251,0|0|tr|D7GZ37|D7GZ37_BRUAO,0
252,0|0|tr|D7GYU4|D7GYU4_BRUAO,0
253,0|0|tr|D7H4V0|D7H4V0_BRUAO,0
254,0|0|tr|D7H0M3|D7H0M3_BRUAO,0
255,0|0|tr|D7GZ00|D7GZ00_BRUAO,0
256,0|0|tr|D7H2L6|D7H2L6_BRUAO,0
257,0|0|tr|D7GZR3|D7GZR3_BRUAO,0
258,0|0|tr|D7GZ84|D7GZ84_BRUAO,0
259,0|0|tr|D7H436|D7H436_BRUAO,0
260,0|0|tr|D7H6R4|D7H6R4_BRUAO,0
261,0|0|tr|D7H0Q7|D7H0Q7_BRUAO,0
262,0|0|tr|D7H5C3|D7H5C3_BRUAO,0
263,0|0|tr|D7H0A9|D7H0A9_BRUAO,0
264,0|0|tr|D7H5Y4|D7H5Y4_BRUAO,0
265,0|0|tr|D7H0K0|D7H0K0_BRUAO,0
266,0|0|tr|D7H0Q8|D7H0Q8_BRUAO,0
267,0|0|tr|D7H0K3|D7H0K3_BRUAO,0
268,0|0|tr|D7GZD3|D7GZD3_BRUAO,0
269,0|0|tr|D7GYZ8|D7GYZ8_BRUAO,0
270,0|0|tr|A1KTK3|A1KTK3_NEIMF,0
271,0|0|tr|A1KTR9|A1KTR9_NEIMF,0
272,0|0|tr|A1KVJ9|A1KVJ9_NEIMF,0
273,0|0|tr|A1KT25|A1KT25_NEIMF,0
274,0|0|tr|A1KVM3|A1KVM3_NEIMF,0
275,0|0|tr|A1KVB8|A1KVB8_NEIMF,0
276,0|0|tr|A1KS67|A1KS67_NEIMF,0
277,0|0|tr|A1KWG4|A1KWG4_NEIMF,0
278,0|0|tr|A1KUP1|A1KUP1_NEIMF,0
279,0|0|tr|A1KT38|A1KT38_NEIMF,0
280,0|0|tr|A1KT04|A1KT04_NEIMF,0
281,0|0|tr|A1KVU7|A1KVU7_NEIMF,0
282,0|0|tr|A1KRX4|A1KRX4_NEIMF,0
283,0|0|tr|A1KRZ7|A1KRZ7_NEIMF,0
284,0|0|tr|A1KVI2|A1KVI2_NEIMF,0
285,0|0|tr|A1KUU7|A1KUU7_NEIMF,0
286,0|0|tr|A1KUS9|A1KUS9_NEIMF,0
287,0|0|tr|A1KT96|A1KT96_NEIMF,0
288,0|0|tr|A1KRT2|A1KRT2_NEIMF,0
289,0|0|tr|E8XIV6|E8XIV6_SALT4,0
290,0|0|tr|E8XFU8|E8XFU8_SALT4,0
291,0|0|tr|E8XBJ7|E8XBJ7_SALT4,0
292,0|0|tr|E8XEJ3|E8XEJ3_SALT4,0
293,0|0|tr|E8XJ21|E8XJ21_SALT4,0
294,0|0|tr|E8XDE3|E8XDE3_SALT4,0
295,0|0|tr|E8XK91|E8XK91_SALT4,0
296,0|0|tr|E8XAG7|E8XAG7_SALT4,0
297,0|0|tr|E8XA59|E8XA59_SALT4,0
298,0|0|tr|E8XFY5|E8XFY5_SALT4,0
299,0|0|tr|E8XB40|E8XB40_SALT4,0
300,0|0|tr|E8XH19|E8XH19_SALT4,0
301,0|0|tr|E8XFZ5|E8XFZ5_SALT4,0
302,0|0|tr|E8XIY4|E8XIY4_SALT4,0
303,0|0|tr|E8XGW9|E8XGW9_SALT4,0
304,0|0|tr|E8XBG6|E8XBG6_SALT4,0
305,0|0|tr|E8XFA3|E8XFA3_SALT4,0
306,0|0|tr|E8XIM2|E8XIM2_SALT4,0
307,0|0|tr|E8XFB3|E8XFB3_SALT4,0
308,0|0|tr|E8XFX7|E8XFX7_SALT4,0
309,0|0|tr|E8XCE1|E8XCE1_SALT4,0
310,0|0|tr|E8XBW7|E8XBW7_SALT4,0
311,0|0|tr|E8XBM3|E8XBM3_SALT4,0
312,0|0|tr|E8XKC0|E8XKC0_SALT4,0
313,0|0|tr|E8XJW9|E8XJW9_SALT4,0
314,0|0|tr|E8XAI3|E8XAI3_SALT4,0
315,0|0|tr|E8X9E4|E8X9E4_SALT4,0
316,0|0|tr|E8X9C8|E8X9C8_SALT4,0
317,0|0|tr|E8X9A9|E8X9A9_SALT4,0
318,0|0|tr|E8XBS4|E8XBS4_SALT4,0
319,0|0|tr|E8XAH5|E8XAH5_SALT4,0
320,0|0|tr|E8XCY2|E8XCY2_SALT4,0
321,0|0|tr|E8XA35|E8XA35_SALT4,0
322,0|0|tr|E8XKB5|E8XKB5_SALT4,0
323,0|0|tr|E8X984|E8X984_SALT4,0
324,0|0|tr|E8XIJ5|E8XIJ5_SALT4,0
325,0|0|tr|E8XKD4|E8XKD4_SALT4,0
326,0|0|tr|E8XAV4|E8XAV4_SALT4,0
327,0|0|tr|Q8XMD1|Q8XMD1_CLOPE,0
328,0|0|tr|Q8XI78|Q8XI78_CLOPE,0
329,0|0|tr|Q8XHQ8|Q8XHQ8_CLOPE,0
330,0|0|tr|Q8XM15|Q8XM15_CLOPE,0
331,0|0|tr|Q8XI77|Q8XI77_CLOPE,0
332,0|0|tr|Q8XIW4|Q8XIW4_CLOPE,0
333,0|0|tr|Q8XK29|Q8XK29_CLOPE,0
334,0|0|tr|Q8XJH5|Q8XJH5_CLOPE,0
335,0|0|tr|Q8XNU5|Q8XNU5_CLOPE,0
336,0|0|tr|Q8XND9|Q8XND9_CLOPE,0
337,0|0|tr|Q8XN62|Q8XN62_CLOPE,0
338,0|0|tr|Q8XN24|Q8XN24_CLOPE,0
339,0|0|tr|Q8XK67|Q8XK67_CLOPE,0
340,0|0|tr|Q8XJI7|Q8XJI7_CLOPE,0
341,0|0|tr|Q8XI47|Q8XI47_CLOPE,0
342,0|0|sp|Q8XH26|RNPA_CLOPE,0
343,0|0|tr|Q8XI09|Q8XI09_CLOPE,0
344,0|0|tr|Q8XKE8|Q8XKE8_CLOPE,0
345,0|0|tr|Q8XMH0|Q8XMH0_CLOPE,0
346,0|0|tr|Q8XLS1|Q8XLS1_CLOPE,0
347,0|0|tr|Q8XN34|Q8XN34_CLOPE,0
348,0|0|tr|Q8XKH5|Q8XKH5_CLOPE,0
349,0|0|tr|Q8XLH9|Q8XLH9_CLOPE,0
350,0|0|tr|Q93M84|Q93M84_CLOPE,0
351,0|0|tr|Q8XN54|Q8XN54_CLOPE,0
352,0|0|tr|Q8XKB8|Q8XKB8_CLOPE,0
353,0|0|tr|Q8XJA3|Q8XJA3_CLOPE,0
354,0|0|tr|Q8XJ33|Q8XJ33_CLOPE,0
355,0|0|tr|Q8XIV8|Q8XIV8_CLOPE,0
356,0|0|tr|Q8XIR9|Q8XIR9_CLOPE,0
357,0|0|tr|Q8XLC2|Q8XLC2_CLOPE,0
358,0|0|tr|Q8XJZ3|Q8XJZ3_CLOPE,0
359,0|0|tr|Q8XNG2|Q8XNG2_CLOPE,0
360,0|0|tr|Q8XPC9|Q8XPC9_CLOPE,0
361,0|0|tr|Q8XP40|Q8XP40_CLOPE,0
362,0|0|tr|Q8XNL2|Q8XNL2_CLOPE,0
363,0|0|tr|Q8XME7|Q8XME7_CLOPE,0
364,0|0|tr|Q8XLM7|Q8XLM7_CLOPE,0
365,0|0|tr|Q8XJJ6|Q8XJJ6_CLOPE,0
366,0|0|tr|Q8XHM1|Q8XHM1_CLOPE,0
367,0|0|tr|Q8XHD5|Q8XHD5_CLOPE,0
368,0|0|tr|Q8XPB6|Q8XPB6_CLOPE,0
369,0|0|tr|Q8XH74|Q8XH74_CLOPE,0
370,0|0|tr|Q8XKW7|Q8XKW7_CLOPE,0
371,0|0|tr|Q8XLX6|Q8XLX6_CLOPE,0
372,0|0|sp|Q8XJR4|RIMP_CLOPE,0
373,0|0|tr|Q8XIF2|Q8XIF2_CLOPE,0
374,0|0|tr|Q8XIB1|Q8XIB1_CLOPE,0
375,0|0|tr|Q8XHR8|Q8XHR8_CLOPE,0
376,0|0|sp|P0C2E5|DCHS_CLOPE,0
377,0|0|tr|Q8XKJ0|Q8XKJ0_CLOPE,0
378,0|0|tr|Q8XKH9|Q8XKH9_CLOPE,0
379,0|0|tr|Q93ME5|Q93ME5_CLOPE,0
380,0|0|tr|Q8XN37|Q8XN37_CLOPE,0
381,0|0|tr|Q8XLP7|Q8XLP7_CLOPE,0
382,0|0|tr|Q8XL45|Q8XL45_CLOPE,0
383,0|0|sp|Q8XJQ1|Y1705_CLOPE,0
384,0|0|sp|Q8XHC9|COMB_CLOPE,0
385,0|0|tr|Q8XH75|Q8XH75_CLOPE,0
386,0|0|tr|Q8XKX5|Q8XKX5_CLOPE,0
387,0|0|tr|Q8XHK6|Q8XHK6_CLOPE,0
388,0|0|tr|B7UPV0|B7UPV0_ECO27,0
389,0|0|tr|B7UH48|B7UH48_ECO27,0
390,0|0|tr|B7UR40|B7UR40_ECO27,0
391,0|0|tr|B7UQS6|B7UQS6_ECO27,0
392,0|0|tr|B7UGZ0|B7UGZ0_ECO27,0
393,0|0|tr|B7UR42|B7UR42_ECO27,0
394,0|0|tr|B7UPD1|B7UPD1_ECO27,0
395,0|0|tr|B7UTH9|B7UTH9_ECO27,0
396,0|0|tr|B7UNJ8|B7UNJ8_ECO27,0
397,0|0|tr|B7UI96|B7UI96_ECO27,0
398,0|0|tr|B7USB2|B7USB2_ECO27,0
399,0|0|tr|B7UQU0|B7UQU0_ECO27,0
400,0|0|tr|B7UJH3|B7UJH3_ECO27,0
401,0|0|tr|B7UP36|B7UP36_ECO27,0
402,0|0|tr|B7UN70|B7UN70_ECO27,0
403,0|0|tr|A0A064C493|A0A064C493_STREE,0
404,0|0|tr|A0A098Z8B0|A0A098Z8B0_STREE,0
405,0|0|tr|A0A0B4ZJ26|A0A0B4ZJ26_STREE,0
406,0|0|tr|A0A064BX10|A0A064BX10_STREE,0
407,0|0|tr|A0A064C1S7|A0A064C1S7_STREE,0
408,0|0|tr|F4VFT8|F4VFT8_ECOLX,0
409,0|0|tr|F4VK32|F4VK32_ECOLX,0
410,0|0|tr|F4VEU6|F4VEU6_ECOLX,0
411,0|0|tr|F4VL39|F4VL39_ECOLX,0
412,0|0|tr|F4VGT0|F4VGT0_ECOLX,0
413,0|0|tr|F4VMZ8|F4VMZ8_ECOLX,0
414,0|0|tr|F4VD56|F4VD56_ECOLX,0
415,0|0|tr|F4VDK1|F4VDK1_ECOLX,0
416,0|0|tr|F4VE66|F4VE66_ECOLX,0
417,0|0|tr|F4VDN7|F4VDN7_ECOLX,0
418,0|0|tr|F4VK24|F4VK24_ECOLX,0
419,0|0|tr|F4VF50|F4VF50_ECOLX,0
420,0|0|tr|F4VBJ5|F4VBJ5_ECOLX,0
421,0|0|tr|F4VH36|F4VH36_ECOLX,0
422,0|0|tr|F4VED1|F4VED1_ECOLX,0
423,0|0|tr|F4VIB6|F4VIB6_ECOLX,0
424,0|0|tr|F4VJ82|F4VJ82_ECOLX,0
425,0|0|tr|F4VML0|F4VML0_ECOLX,0
